Package                                                            Current          Wanted          Latest  Location                                                                              Depended by
@react-aria/checkbox                                                3.14.3          3.14.3          3.16.5  node_modules/@react-aria/checkbox                                                     @nextui-org/checkbox
@react-aria/combobox                                                 3.9.1           3.9.1          3.15.0  node_modules/@react-aria/combobox                                                     @nextui-org/autocomplete
@react-aria/datepicker                                              3.10.1          3.10.1          3.16.1  node_modules/@react-aria/datepicker                                                   @nextui-org/date-input
@react-aria/datepicker                                              3.10.1          3.10.1          3.16.1  node_modules/@react-aria/datepicker                                                   @nextui-org/date-picker
@react-aria/dialog                                                  3.5.14          3.5.14          3.5.34  node_modules/@react-aria/dialog                                                       @nextui-org/modal
@react-aria/dialog                                                  3.5.14          3.5.14          3.5.34  node_modules/@react-aria/dialog                                                       @nextui-org/popover
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/accordion/node_modules/@react-aria/focus                     @nextui-org/accordion
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/autocomplete/node_modules/@react-aria/focus                  @nextui-org/autocomplete
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/avatar/node_modules/@react-aria/focus                        @nextui-org/avatar
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/breadcrumbs/node_modules/@react-aria/focus                   @nextui-org/breadcrumbs
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/button/node_modules/@react-aria/focus                        @nextui-org/button
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/calendar/node_modules/@react-aria/focus                      @nextui-org/calendar
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/card/node_modules/@react-aria/focus                          @nextui-org/card
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/checkbox/node_modules/@react-aria/focus                      @nextui-org/checkbox
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/chip/node_modules/@react-aria/focus                          @nextui-org/chip
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/dropdown/node_modules/@react-aria/focus                      @nextui-org/dropdown
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/input/node_modules/@react-aria/focus                         @nextui-org/input
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/link/node_modules/@react-aria/focus                          @nextui-org/link
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/listbox/node_modules/@react-aria/focus                       @nextui-org/listbox
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/menu/node_modules/@react-aria/focus                          @nextui-org/menu
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/modal/node_modules/@react-aria/focus                         @nextui-org/modal
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/navbar/node_modules/@react-aria/focus                        @nextui-org/navbar
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/pagination/node_modules/@react-aria/focus                    @nextui-org/pagination
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/popover/node_modules/@react-aria/focus                       @nextui-org/popover
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/radio/node_modules/@react-aria/focus                         @nextui-org/radio
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/select/node_modules/@react-aria/focus                        @nextui-org/select
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/slider/node_modules/@react-aria/focus                        @nextui-org/slider
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/snippet/node_modules/@react-aria/focus                       @nextui-org/snippet
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/switch/node_modules/@react-aria/focus                        @nextui-org/switch
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/table/node_modules/@react-aria/focus                         @nextui-org/table
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/tabs/node_modules/@react-aria/focus                          @nextui-org/tabs
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/use-aria-accordion/node_modules/@react-aria/focus            @nextui-org/use-aria-accordion
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/use-aria-button/node_modules/@react-aria/focus               @nextui-org/use-aria-button
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/use-aria-link/node_modules/@react-aria/focus                 @nextui-org/use-aria-link
@react-aria/focus                                                   3.17.1          3.17.1          3.21.5  node_modules/@nextui-org/user/node_modules/@react-aria/focus                          @nextui-org/user
@react-aria/form                                                     3.0.5           3.0.5           3.1.5  node_modules/@react-aria/form                                                         @nextui-org/select
@react-aria/form                                                     3.0.5           3.1.5           3.1.5  node_modules/@react-aria/form                                                         @react-aria/checkbox
@react-aria/form                                                     3.0.5           3.1.5           3.1.5  node_modules/@react-aria/form                                                         @react-aria/datepicker
@react-aria/form                                                     3.0.5           3.1.5           3.1.5  node_modules/@react-aria/form                                                         @react-aria/radio
@react-aria/form                                                     3.0.5           3.1.5           3.1.5  node_modules/@react-aria/form                                                         @react-aria/textfield
@react-aria/i18n                                                    3.11.1          3.11.1         3.12.16  node_modules/@react-aria/i18n                                                         @nextui-org/autocomplete
@react-aria/i18n                                                    3.11.1          3.11.1         3.12.16  node_modules/@react-aria/i18n                                                         @nextui-org/calendar
@react-aria/i18n                                                    3.11.1          3.11.1         3.12.16  node_modules/@react-aria/i18n                                                         @nextui-org/date-input
@react-aria/i18n                                                    3.11.1          3.11.1         3.12.16  node_modules/@react-aria/i18n                                                         @nextui-org/date-picker
@react-aria/i18n                                                    3.11.1          3.11.1         3.12.16  node_modules/@react-aria/i18n                                                         @nextui-org/pagination
@react-aria/i18n                                                    3.11.1          3.11.1         3.12.16  node_modules/@react-aria/i18n                                                         @nextui-org/progress
@react-aria/i18n                                                    3.11.1          3.11.1         3.12.16  node_modules/@react-aria/i18n                                                         @nextui-org/slider
@react-aria/i18n                                                    3.11.1          3.11.1         3.12.16  node_modules/@react-aria/i18n                                                         @nextui-org/system
@react-aria/i18n                                                    3.11.1          3.11.1         3.12.16  node_modules/@react-aria/i18n                                                         @nextui-org/use-aria-menu
@react-aria/i18n                                                    3.11.1          3.11.1         3.12.16  node_modules/@react-aria/i18n                                                         @nextui-org/use-aria-multiselect
@react-aria/i18n                                                    3.11.1          3.11.1         3.12.16  node_modules/@react-aria/i18n                                                         @nextui-org/use-pagination
@react-aria/i18n                                                    3.11.1         3.12.16         3.12.16  node_modules/@react-aria/i18n                                                         @react-aria/breadcrumbs
@react-aria/i18n                                                    3.11.1         3.12.16         3.12.16  node_modules/@react-aria/i18n                                                         @react-aria/calendar
@react-aria/i18n                                                    3.11.1         3.12.16         3.12.16  node_modules/@react-aria/i18n                                                         @react-aria/combobox
@react-aria/i18n                                                    3.11.1         3.12.16         3.12.16  node_modules/@react-aria/i18n                                                         @react-aria/datepicker
@react-aria/i18n                                                    3.11.1         3.12.16         3.12.16  node_modules/@react-aria/i18n                                                         @react-aria/menu
@react-aria/i18n                                                    3.11.1         3.12.16         3.12.16  node_modules/@react-aria/i18n                                                         @react-aria/overlays
@react-aria/i18n                                                    3.11.1         3.12.16         3.12.16  node_modules/@react-aria/i18n                                                         @react-aria/progress
@react-aria/i18n                                                    3.11.1         3.12.16         3.12.16  node_modules/@react-aria/i18n                                                         @react-aria/radio
@react-aria/i18n                                                    3.11.1         3.12.16         3.12.16  node_modules/@react-aria/i18n                                                         @react-aria/selection
@react-aria/i18n                                                    3.11.1         3.12.16         3.12.16  node_modules/@react-aria/i18n                                                         @react-aria/slider
@react-aria/i18n                                                    3.11.1         3.12.16         3.12.16  node_modules/@react-aria/i18n                                                         @react-aria/table
@react-aria/i18n                                                    3.11.1         3.12.16         3.12.16  node_modules/@react-aria/i18n                                                         @react-aria/tabs
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/accordion/node_modules/@react-aria/interactions              @nextui-org/accordion
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/autocomplete/node_modules/@react-aria/interactions           @nextui-org/autocomplete
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/avatar/node_modules/@react-aria/interactions                 @nextui-org/avatar
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/button/node_modules/@react-aria/interactions                 @nextui-org/button
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/calendar/node_modules/@react-aria/interactions               @nextui-org/calendar
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/card/node_modules/@react-aria/interactions                   @nextui-org/card
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/checkbox/node_modules/@react-aria/interactions               @nextui-org/checkbox
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/chip/node_modules/@react-aria/interactions                   @nextui-org/chip
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/input/node_modules/@react-aria/interactions                  @nextui-org/input
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/listbox/node_modules/@react-aria/interactions                @nextui-org/listbox
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/menu/node_modules/@react-aria/interactions                   @nextui-org/menu
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/modal/node_modules/@react-aria/interactions                  @nextui-org/modal
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/navbar/node_modules/@react-aria/interactions                 @nextui-org/navbar
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/pagination/node_modules/@react-aria/interactions             @nextui-org/pagination
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/popover/node_modules/@react-aria/interactions                @nextui-org/popover
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/radio/node_modules/@react-aria/interactions                  @nextui-org/radio
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/select/node_modules/@react-aria/interactions                 @nextui-org/select
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/slider/node_modules/@react-aria/interactions                 @nextui-org/slider
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/switch/node_modules/@react-aria/interactions                 @nextui-org/switch
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/table/node_modules/@react-aria/interactions                  @nextui-org/table
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/tabs/node_modules/@react-aria/interactions                   @nextui-org/tabs
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/tooltip/node_modules/@react-aria/interactions                @nextui-org/tooltip
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/use-aria-button/node_modules/@react-aria/interactions        @nextui-org/use-aria-button
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/use-aria-link/node_modules/@react-aria/interactions          @nextui-org/use-aria-link
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/use-aria-menu/node_modules/@react-aria/interactions          @nextui-org/use-aria-menu
@react-aria/interactions                                            3.21.3          3.21.3          3.27.1  node_modules/@nextui-org/use-aria-multiselect/node_modules/@react-aria/interactions   @nextui-org/use-aria-multiselect
@react-aria/interactions                                            3.21.3          3.27.1          3.27.1  node_modules/@nextui-org/accordion/node_modules/@react-aria/interactions              @react-aria/focus
@react-aria/interactions                                            3.21.3          3.27.1          3.27.1  node_modules/@nextui-org/autocomplete/node_modules/@react-aria/interactions           @react-aria/focus
@react-aria/interactions                                            3.21.3          3.27.1          3.27.1  node_modules/@nextui-org/avatar/node_modules/@react-aria/interactions                 @react-aria/focus
@react-aria/interactions                                            3.21.3          3.27.1          3.27.1  node_modules/@nextui-org/button/node_modules/@react-aria/interactions                 @react-aria/focus
@react-aria/interactions                                            3.21.3          3.27.1          3.27.1  node_modules/@nextui-org/calendar/node_modules/@react-aria/interactions               @react-aria/focus
@react-aria/interactions                                            3.21.3          3.27.1          3.27.1  node_modules/@nextui-org/card/node_modules/@react-aria/interactions                   @react-aria/focus
@react-aria/interactions                                            3.21.3          3.27.1          3.27.1  node_modules/@nextui-org/checkbox/node_modules/@react-aria/interactions               @react-aria/focus
@react-aria/interactions                                            3.21.3          3.27.1          3.27.1  node_modules/@nextui-org/chip/node_modules/@react-aria/interactions                   @react-aria/focus
@react-aria/interactions                                            3.21.3          3.27.1          3.27.1  node_modules/@nextui-org/input/node_modules/@react-aria/interactions                  @react-aria/focus
@react-aria/interactions                                            3.21.3          3.27.1          3.27.1  node_modules/@nextui-org/listbox/node_modules/@react-aria/interactions                @react-aria/focus
@react-aria/interactions                                            3.21.3          3.27.1          3.27.1  node_modules/@nextui-org/menu/node_modules/@react-aria/interactions                   @react-aria/focus
@react-aria/interactions                                            3.21.3          3.27.1          3.27.1  node_modules/@nextui-org/modal/node_modules/@react-aria/interactions                  @react-aria/focus
@react-aria/interactions                                            3.21.3          3.27.1          3.27.1  node_modules/@nextui-org/navbar/node_modules/@react-aria/interactions                 @react-aria/focus
@react-aria/interactions                                            3.21.3          3.27.1          3.27.1  node_modules/@nextui-org/pagination/node_modules/@react-aria/interactions             @react-aria/focus
@react-aria/interactions                                            3.21.3          3.27.1          3.27.1  node_modules/@nextui-org/popover/node_modules/@react-aria/interactions                @react-aria/focus
@react-aria/interactions                                            3.21.3          3.27.1          3.27.1  node_modules/@nextui-org/radio/node_modules/@react-aria/interactions                  @react-aria/focus
@react-aria/interactions                                            3.21.3          3.27.1          3.27.1  node_modules/@nextui-org/select/node_modules/@react-aria/interactions                 @react-aria/focus
@react-aria/interactions                                            3.21.3          3.27.1          3.27.1  node_modules/@nextui-org/slider/node_modules/@react-aria/interactions                 @react-aria/focus
@react-aria/interactions                                            3.21.3          3.27.1          3.27.1  node_modules/@nextui-org/switch/node_modules/@react-aria/interactions                 @react-aria/focus
@react-aria/interactions                                            3.21.3          3.27.1          3.27.1  node_modules/@nextui-org/table/node_modules/@react-aria/interactions                  @react-aria/focus
@react-aria/interactions                                            3.21.3          3.27.1          3.27.1  node_modules/@nextui-org/tabs/node_modules/@react-aria/interactions                   @react-aria/focus
@react-aria/interactions                                            3.21.3          3.27.1          3.27.1  node_modules/@nextui-org/use-aria-button/node_modules/@react-aria/interactions        @react-aria/focus
@react-aria/interactions                                            3.21.3          3.27.1          3.27.1  node_modules/@nextui-org/use-aria-link/node_modules/@react-aria/interactions          @react-aria/focus
@react-aria/label                                                    3.7.8           3.7.8          3.7.25  node_modules/@react-aria/label                                                        @nextui-org/use-aria-multiselect
@react-aria/label                                                    3.7.8          3.7.25          3.7.25  node_modules/@react-aria/label                                                        @react-aria/checkbox
@react-aria/label                                                    3.7.8          3.7.25          3.7.25  node_modules/@react-aria/label                                                        @react-aria/datepicker
@react-aria/label                                                    3.7.8          3.7.25          3.7.25  node_modules/@react-aria/label                                                        @react-aria/listbox
@react-aria/label                                                    3.7.8          3.7.25          3.7.25  node_modules/@react-aria/label                                                        @react-aria/progress
@react-aria/label                                                    3.7.8          3.7.25          3.7.25  node_modules/@react-aria/label                                                        @react-aria/radio
@react-aria/label                                                    3.7.8          3.7.25          3.7.25  node_modules/@react-aria/label                                                        @react-aria/slider
@react-aria/label                                                    3.7.8          3.7.25          3.7.25  node_modules/@react-aria/label                                                        @react-aria/textfield
@react-aria/link                                                     3.7.1           3.7.1           3.8.9  node_modules/@react-aria/link                                                         @nextui-org/link
@react-aria/link                                                     3.7.1           3.8.9           3.8.9  node_modules/@react-aria/link                                                         @react-aria/breadcrumbs
@react-aria/listbox                                                 3.12.1          3.12.1          3.15.3  node_modules/@react-aria/listbox                                                      @nextui-org/listbox
@react-aria/listbox                                                 3.12.1          3.12.1          3.15.3  node_modules/@react-aria/listbox                                                      @nextui-org/use-aria-multiselect
@react-aria/listbox                                                 3.12.1          3.15.3          3.15.3  node_modules/@react-aria/listbox                                                      @react-aria/combobox
@react-aria/menu                                                    3.14.1          3.14.1          3.21.0  node_modules/@react-aria/menu                                                         @nextui-org/dropdown
@react-aria/menu                                                    3.14.1          3.14.1          3.21.0  node_modules/@react-aria/menu                                                         @nextui-org/menu
@react-aria/menu                                                    3.14.1          3.14.1          3.21.0  node_modules/@react-aria/menu                                                         @nextui-org/use-aria-menu
@react-aria/menu                                                    3.14.1          3.14.1          3.21.0  node_modules/@react-aria/menu                                                         @nextui-org/use-aria-multiselect
@react-aria/menu                                                    3.14.1          3.21.0          3.21.0  node_modules/@react-aria/menu                                                         @react-aria/combobox
@react-aria/overlays                                                3.22.1          3.22.1          3.31.2  node_modules/@react-aria/overlays                                                     @nextui-org/modal
@react-aria/overlays                                                3.22.1          3.22.1          3.31.2  node_modules/@react-aria/overlays                                                     @nextui-org/navbar
@react-aria/overlays                                                3.22.1          3.22.1          3.31.2  node_modules/@react-aria/overlays                                                     @nextui-org/popover
@react-aria/overlays                                                3.22.1          3.22.1          3.31.2  node_modules/@react-aria/overlays                                                     @nextui-org/system
@react-aria/overlays                                                3.22.1          3.22.1          3.31.2  node_modules/@react-aria/overlays                                                     @nextui-org/tooltip
@react-aria/overlays                                                3.22.1          3.22.1          3.31.2  node_modules/@react-aria/overlays                                                     @nextui-org/use-aria-modal-overlay
@react-aria/overlays                                                3.22.1          3.31.2          3.31.2  node_modules/@react-aria/overlays                                                     @react-aria/combobox
@react-aria/overlays                                                3.22.1          3.31.2          3.31.2  node_modules/@react-aria/overlays                                                     @react-aria/dialog
@react-aria/overlays                                                3.22.1          3.31.2          3.31.2  node_modules/@react-aria/overlays                                                     @react-aria/menu
@react-aria/progress                                                3.4.13          3.4.13          3.4.30  node_modules/@react-aria/progress                                                     @nextui-org/progress
@react-aria/radio                                                   3.10.4          3.10.4          3.12.5  node_modules/@react-aria/radio                                                        @nextui-org/radio
@react-aria/selection                                               3.18.1          3.18.1          3.27.2  node_modules/@react-aria/selection                                                    @nextui-org/use-aria-accordion
@react-aria/selection                                               3.18.1          3.18.1          3.27.2  node_modules/@react-aria/selection                                                    @nextui-org/use-aria-menu
@react-aria/selection                                               3.18.1          3.18.1          3.27.2  node_modules/@react-aria/selection                                                    @nextui-org/use-aria-multiselect
@react-aria/selection                                               3.18.1          3.27.2          3.27.2  node_modules/@react-aria/selection                                                    @react-aria/combobox
@react-aria/selection                                               3.18.1          3.27.2          3.27.2  node_modules/@react-aria/selection                                                    @react-aria/listbox
@react-aria/selection                                               3.18.1          3.27.2          3.27.2  node_modules/@react-aria/selection                                                    @react-aria/menu
@react-aria/selection                                               3.18.1          3.27.2          3.27.2  node_modules/@react-aria/selection                                                    @react-aria/tabs
@react-aria/slider                                                   3.7.8           3.7.8           3.8.5  node_modules/@react-aria/slider                                                       @nextui-org/slider
@react-aria/ssr                                                      3.9.4           3.9.4          3.9.10  node_modules/@nextui-org/use-is-mobile/node_modules/@react-aria/ssr                   @nextui-org/use-is-mobile
@react-aria/switch                                                   3.6.4           3.6.4          3.7.11  node_modules/@react-aria/switch                                                       @nextui-org/switch
@react-aria/table                                                   3.14.1          3.14.1         3.17.11  node_modules/@react-aria/table                                                        @nextui-org/table
@react-aria/tabs                                                     3.9.1           3.9.1          3.11.1  node_modules/@react-aria/tabs                                                         @nextui-org/tabs
@react-aria/textfield                                               3.14.5          3.14.5          3.18.5  node_modules/@react-aria/textfield                                                    @nextui-org/input
@react-aria/textfield                                               3.14.5          3.18.5          3.18.5  node_modules/@react-aria/textfield                                                    @react-aria/combobox
@react-aria/toggle                                                  3.10.6          3.12.5          3.12.5  node_modules/@react-aria/toggle                                                       @react-aria/checkbox
@react-aria/toggle                                                  3.10.6          3.12.5          3.12.5  node_modules/@react-aria/toggle                                                       @react-aria/switch
@react-aria/tooltip                                                  3.7.4           3.7.4           3.9.2  node_modules/@react-aria/tooltip                                                      @nextui-org/tooltip
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/accordion
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/aria-utils
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/autocomplete
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/avatar
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/breadcrumbs
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/button
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/calendar
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/card
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/checkbox
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/chip
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/date-input
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/date-picker
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/dropdown
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/input
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/kbd
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/link
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/listbox
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/menu
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/modal
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/navbar
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/pagination
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/popover
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/progress
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/radio
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/select
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/slider
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/snippet
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/switch
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/system
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/table
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/tabs
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/tooltip
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/use-aria-accordion
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/use-aria-button
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/use-aria-link
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/use-aria-menu
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/use-aria-modal-overlay
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/use-aria-multiselect
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/use-aria-toggle-button
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/use-disclosure
@react-aria/utils                                                   3.24.1          3.24.1          3.33.1  node_modules/@react-aria/utils                                                        @nextui-org/user
@react-aria/utils                                                   3.24.1          3.33.1          3.33.1  node_modules/@react-aria/utils                                                        @react-aria/breadcrumbs
@react-aria/utils                                                   3.24.1          3.33.1          3.33.1  node_modules/@react-aria/utils                                                        @react-aria/button
@react-aria/utils                                                   3.24.1          3.33.1          3.33.1  node_modules/@react-aria/utils                                                        @react-aria/calendar
@react-aria/utils                                                   3.24.1          3.33.1          3.33.1  node_modules/@react-aria/utils                                                        @react-aria/checkbox
@react-aria/utils                                                   3.24.1          3.33.1          3.33.1  node_modules/@react-aria/utils                                                        @react-aria/combobox
@react-aria/utils                                                   3.24.1          3.33.1          3.33.1  node_modules/@react-aria/utils                                                        @react-aria/datepicker
@react-aria/utils                                                   3.24.1          3.33.1          3.33.1  node_modules/@react-aria/utils                                                        @react-aria/dialog
@react-aria/utils                                                   3.24.1          3.33.1          3.33.1  node_modules/@react-aria/utils                                                        @react-aria/focus
@react-aria/utils                                                   3.24.1          3.33.1          3.33.1  node_modules/@react-aria/utils                                                        @react-aria/focus
@react-aria/utils                                                   3.24.1          3.33.1          3.33.1  node_modules/@react-aria/utils                                                        @react-aria/focus
@react-aria/utils                                                   3.24.1          3.33.1          3.33.1  node_modules/@react-aria/utils                                                        @react-aria/focus
